Unique ID,Coral species,Phylo ID gene,ITS2 Phylo,Phylotype TT Score (Rk),Colony Number,Sampling Location,Realm (Spalding 2007),Province (Spalding 2007),Ecoregion (Spalding 2007),Depth (m),Min Depth (m),Max Depth (m),Lat,Long,Conditions,Database,Phylotype GenBank  # ,Notes,Phylotype ID Methods,Citation,Phylotype Survey Date,Survey begin mo,Survey begin year,Survey end mo,Survey end year,Symbiodinium in propagules,Mode of larval development,Sexual system,,,,
X11,Platygyra crosslandi,ITS2,C3z,8.780250708,NA,Nosy Bé,Western Indo-Pacific,Western Indian Ocean,Western and Northern Madagascar,,1,30,-13.4,48,Normal conditions,Original publication,,collected at SCUBA depths,DGGE of ITS2 & sequencing,Boonstra 2011 Diss Latitudinal Patterns in the Distribution of Algal  Symbionts,,9,2001,9,2001,No,spawner,hermaphrodite,,,,
2651,Platygyra daedalea,ITS2,C3z,8.780250708,NA,Bawe,Western Indo-Pacific,Western Indian Ocean,East African Coral Coast,2-6,2,6,-6.150539,39.131477,Normal Cond,Geosymbio,same_as_GU111884,,DGGE of ITS2 & sequencing,LaJeunesse 2010 JBiogeograph Long-standing environmental conditions isolation and host–symbiont specificity,4/1/07,4,2007,4,2007,No,spawner,hermaphrodite,,,,
15530,Platygyra pini,ITS2,C3z,8.780250708,NA,Nosy Bé,Western Indo-Pacific,Western Indian Ocean,Western and Northern Madagascar,,1,30,-13.4,48,Normal conditions,Original publication,,collected at SCUBA depths,DGGE of ITS2 & sequencing,Boonstra 2011 Diss Latitudinal Patterns in the Distribution of Algal  Symbionts,,9,2001,9,2001,No,spawner,hermaphrodite,,,,
15556,Porites cylindrica,ITS2,C3z,8.780250708,NA,Nosy Bé,Western Indo-Pacific,Western Indian Ocean,Western and Northern Madagascar,,1,30,-13.4,48,Normal conditions,Original publication,,collected at SCUBA depths,DGGE of ITS2 & sequencing,Boonstra 2011 Diss Latitudinal Patterns in the Distribution of Algal  Symbionts,,9,2001,9,2001,Yes,spawner,gonochore,,,,
15772,Porites lutea,ITS2,C3z,8.780250708,NA,Nosy Bé,Western Indo-Pacific,Western Indian Ocean,Western and Northern Madagascar,,1.0,30,-13.4,48,Normal conditions,Original publication,,collected at SCUBA depths,DGGE of ITS2 & sequencing,Boonstra 2011 Diss Latitudinal Patterns in the Distribution of Algal  Symbionts,,3,2007,3,2007,Yes,spawner,gonochore,,,,
9379,Orbicella annularis,ITS2,B1j,8.853419463,NA,Barbados,Tropical Atlantic,Tropical Northwestern Atlantic,Eastern Caribbean,6-10,6,10,13.07,-60,Normal Cond,Original pub,,,DGGE of ITS2 & sequencing,Finney 2010 MicrobEcol The Relative Significance of Host–Habitat,Jul 02 -Aug 03,7,2002,8,2003,No,spawner,hermaphrodite,,,,
1588,Orbicella faveolata,ITS2,B1j,8.853419463,NA,Barbados,Tropical Atlantic,Tropical Northwestern Atlantic,Eastern Caribbean,1-5,1,5,13.07,-60,Normal Cond,Original pub,same_as_GU907637,,DGGE of ITS2 & sequencing,Finney 2010 MicrobEcol The Relative Significance of Host–Habitat,Jul 02 -Aug 03,7,2002,8,2003,No,spawner,hermaphrodite,,,,
X12,Montastraea cavernosa,ITS2,C3-p,8.853419463,NA,Barbados,Tropical Atlantic,Tropical Northwestern Atlantic,Eastern Caribbean,1-5,1,5,13.07,-60,Normal Cond,Original pub,same_as_GU907637,,DGGE of ITS2 & sequencing,Finney 2010 MicrobEcol The Relative Significance of Host–Habitat,Jul 02 -Aug 03,7,2002,8,2003,No,spawner,gonochore,,,,
9381,Orbicella annularis,ITS2,C7a,8.853419463,NA,Barbados,Tropical Atlantic,Tropical Northwestern Atlantic,Eastern Caribbean,6-10,6,10,13.07,-60,Normal Cond,Original pub,,,DGGE of ITS2 & sequencing,Finney 2010 MicrobEcol The Relative Significance of Host–Habitat,Jul 02 -Aug 03,7,2002,8,2003,No,spawner,hermaphrodite,,,,
1593,Orbicella faveolata,ITS2,C7a,8.853419463,NA,Barbados,Tropical Atlantic,Tropical Northwestern Atlantic,Eastern Caribbean,1-5,1,5,13.07,-60,Normal Cond,Original pub,N_A,,DGGE of ITS2 & sequencing,Finney 2010 MicrobEcol The Relative Significance of Host–Habitat,Jul 02 -Aug 03,7,2002,8,2003,No,spawner,hermaphrodite,,,,
1609,Orbicella franksi,ITS2,C7a,8.853419463,NA,Barbados,Tropical Atlantic,Tropical Northwestern Atlantic,Eastern Caribbean,>10,10,30,13.07,-60,Normal Cond,Original pub,N_A,,DGGE of ITS2 & sequencing,Finney 2010 MicrobEcol The Relative Significance of Host–Habitat,Jul 02 -Aug 03,7,2002,8,2003,No,spawner,hermaphrodite,,,,
9282,Dichocoenia stokesii,ITS2,C81,8.853419463,NA,Barbados,Tropical Atlantic,Tropical Northwestern Atlantic,Eastern Caribbean,>10,10,30,13.07,-60,Normal Cond,Original pub,,,DGGE of ITS2 & sequencing,Finney 2010 MicrobEcol The Relative Significance of Host–Habitat,Jul 02 -Aug 03,7,2002,8,2003,NA,spawner,NA,,,,
9288,Diploria labyrinthiformis,ITS2,C81,8.853419463,NA,Barbados,Tropical Atlantic,Tropical Northwestern Atlantic,Eastern Caribbean,6-10,6,10,13.07,-60,Normal Cond,Original pub,,,DGGE of ITS2 & sequencing,Finney 2010 MicrobEcol The Relative Significance of Host–Habitat,Jul 02 -Aug 03,7,2002,8,2003,No,spawner,hermaphrodite,,,,
1553,Favia fragum,ITS2,C81,8.853419463,NA,Barbados,Tropical Atlantic,Tropical Northwestern Atlantic,Eastern Caribbean,>10,10,30,13.07,-60,Normal Cond,Original pub,GU907657,,DGGE of ITS2 & sequencing,Finney 2010 MicrobEcol The Relative Significance of Host–Habitat,Jul 02 -Aug 03,7,2002,8,2003,Yes,brooder,hermaphrodite,,,,
9415,Siderastrea siderea,ITS2,C81,8.853419463,NA,Barbados,Tropical Atlantic,Tropical Northwestern Atlantic,Eastern Caribbean,>10,10,30,13.07,-60,Normal Cond,Original pub,,,DGGE of ITS2 & sequencing,Finney 2010 MicrobEcol The Relative Significance of Host–Habitat,Jul 02 -Aug 03,7,2002,8,2003,No,spawner,gonochore,,,,
13676,Montipora capitata,ITS2,C7,10.35966266,87,French Frigate Shoals,Eastern Indo-Pacific,Hawaii,Hawaii,1-8,1,8,23.51.380,-166.19.008,Normal Conditions,Original publication,,7 Low TSA,Cloning of ITS2 & sequencing,Stat 2013 Ecol&Evol Distribution of the thermally tolerant symbiont lineage Symbiodinium in corals from Hawaii,8/1/07,8,2007,8,2007,Yes,spawner,hermaphrodite,,,,
14013,Orbicella annularis,ITS2,C7,10.35966266,NA,"Carrie Bow Cay, Belize",Tropical Atlantic,Tropical Northwestern Atlantic,Western Caribbean,15,15,15,16.802994,-88.081609,Normal Conditions,Aquarist,,Listed as Montastraea annularis,DGGE of ITS2 & sequencing,Warner 2006 LimnolOceanograph The ecological distribution and comparative photobiology of symbiotic dinoflagellates from reef corals in Belize,9/1/02,9,2002,9,2002,No,spawner,hermaphrodite,,,,
7594,Orbicella faveolata,ITS2,C7,10.35966266,NA,"Carrie Bow Cay, Belize",Tropical Atlantic,Tropical Northwestern Atlantic,Western Caribbean,25,25,25,16.802994,-88.081609,Normal Conditions,Aquarist,,Listed as Montastraea faveolata,DGGE of ITS2 & sequencing,Warner 2006 LimnolOceanograph The ecological distribution and comparative photobiology of symbiotic dinoflagellates from reef corals in Belize,2002-03,NA,2002,NA,2003,No,spawner,hermaphrodite,,,,
12120,Orbicella franksi,ITS2,C7,10.35966266,10m-Mfra-01,Curaçao,Tropical Atlantic,Tropical Northwestern Atlantic,Southern Caribbean,10,10,10,12.125246,-68.974167,Normal Conditions,Original publication,,,DGGE of ITS2 & sequencing,Bongaerts 2015 RoySocOpenSci Prevalent endosymbiont zoantion,,11,2009,11,2009,No,spawner,hermaphrodite,,,,
12627,Porites astreoides,ITS2,C7,10.35966266,02m-Past-05,Curaçao,Tropical Atlantic,Tropical Northwestern Atlantic,Southern Caribbean,2,2,2,12.125246,-68.974167,Normal Conditions,Original publication,,,DGGE of ITS2 & sequencing,Bongaerts 2015 RoySocOpenSci Prevalent endosymbiont zoantion,,11,2009,11,2009,Yes,brooder,Mixed,,,,
15119,Siderastrea savignyana,ITS2,C7,10.35966266,NA,"Hengam Island, Iran",Western Indo-Pacific,Somali/Arabian,Arabian (Persian) Gulf,5-7,5,7,26.681553,55.895414,Normal Conditions,Direct from Publication,,Site 2,DGGE of ITS2 & sequencing,Mashini 2015 JEMBE Comparison of Symbiodinium populations in corals from subtidal,2/16/12,2,2012,2,2012,NA,NA,NA,,,,
12937,Siderastrea siderea,ITS2,C7,10.35966266,10m-Ssid-03,Curaçao,Tropical Atlantic,Tropical Northwestern Atlantic,Southern Caribbean,10,10,10,12.125246,-68.974167,Normal Conditions,Original publication,,,DGGE of ITS2 & sequencing,Bongaerts 2015 RoySocOpenSci Prevalent endosymbiont zoantion,,7,2008,8,2008,No,spawner,gonochore,,,,
X13,Australophyllia wilsoni ,ITS2,C7,10.35966266,NA,Dunsborough,Temperate Australasia,Southwest Australian Shelf,Leeuwin,15,15,15,-33.614072,115.116015,Normal Cond,,,,DGGE of ITS2 & sequencing,Silverstein 2011 MEPS Novel algal symbiont diversity in reef corals of Western Australia,6/1/05,6,2005,6,2005,No,spawner,hermaphrodite,,,,
6309,Orbicella annularis,ITS2,B10,10.62410336,NA,Florida Keys,Tropical Atlantic,Tropical Northwestern Atlantic,Floridian,3,3,3,24.98,-80.36,Normal conditions,GeoSymbio,,Little Grecian,DGGE of ITS2,Thornhill 2006 MarBiol Multi-year seasonal genotypic surveys of coral-algal symbioses,,11,2002,11,2002,No,spawner,hermaphrodite,,,,
6273,Orbicella faveolata,ITS2,B10,10.62410336,NA,Florida Keys,Tropical Atlantic,Tropical Northwestern Atlantic,Floridian,12,12,12,24.98,-80.36,Normal conditions,GeoSymbio,,Conch,DGGE of ITS2,Thornhill 2006 MarBiol Multi-year seasonal genotypic surveys of coral-algal symbioses,,11,2002,11,2002,No,spawner,hermaphrodite,,,,
6337,Orbicella franksi,ITS2,B10,10.62410336,NA,Lee Stocking Island,Tropical Atlantic,Tropical Northwestern Atlantic,Bahamian,12,12,12,24.25,-76.5,Normal conditions,GeoSymbio,,Alligator,DGGE of ITS2,Thornhill 2006 MarBiol Multi-year seasonal genotypic surveys of coral-algal symbioses,,11,2002,11,2002,No,spawner,hermaphrodite,,,,
13754,Montipora capitata,ITS2,C17.2,10.62410336,126,Pearl & Hermes,Eastern Indo-Pacific,Hawaii,Hawaii,1-8,1,8,27.56.580,-175.44.447,Normal Conditions,Original publication,,20 Intermediate TSA,Cloning of ITS2 & sequencing,Stat 2013 Ecol&Evol Distribution of the thermally tolerant symbiont lineage Symbiodinium in corals from Hawaii,8/1/07,8,2007,8,2007,Yes,spawner,hermaphrodite,,,,
13922,Porites lobata,ITS2,C17.2,10.62410336,202,French Frigate Shoals,Eastern Indo-Pacific,Hawaii,Hawaii,1-8,1,8,23.51.380,-166.19.008,Normal Conditions,Original publication,,7 Low TSA,Cloning of ITS2 & sequencing,Stat 2013 Ecol&Evol Distribution of the thermally tolerant symbiont lineage Symbiodinium in corals from Hawaii,8/1/07,8,2007,8,2007,Yes,spawner,gonochore,,,,
12719,Porites porites,ITS2,C47,11.48739305,5m-Ppor-01,Curaçao,Tropical Atlantic,Tropical Northwestern Atlantic,Southern Caribbean,5,5,5,12.125246,-68.974167,Normal Conditions,Original publication,,,DGGE of ITS2 & sequencing,Bongaerts 2015 RoySocOpenSci Prevalent endosymbiont zoantion,,11,2009,11,2009,Yes,brooder,gonochore,,,,
X14,Porites divaricata,ITS2,C47,11.48739305,NA,Puerto Morelos,Tropical Atlantic,Tropical Northwestern Atlantic,Southern Gulf of Mexico,3-6,3,6,21,-87,Normal Cond,Original pub,,,DGGE of ITS2 & sequencing,Aschaffenburg 2012 Diss Phsyiological response of Symbiodinium spp,,6,2009,6,2009,Yes,brooder,gonochore,,,,
8922,Acropora austera,ITS2,C101,13.17037606,NA,Koh Hae,Western Indo-Pacific,Andaman,Andaman Sea Coral Coast,2-6,2,6,7.7456,98.3763,Normal Cond,Geosymbio,,,DGGE of ITS2 & sequencing,LaJeunesse 2010 JBiogeograph Long-standing environmental conditions isolation and host–symbiont specificity,2/1/07,2,2007,2,2007,No,spawner,hermaphrodite,,,,
8926,Acropora cerealis,ITS2,C101,13.17037606,NA,Similan Islands ,Western Indo-Pacific,Andaman,Andaman Sea Coral Coast,2-12,2,12,8.6525,97.6408,Normal Cond,Geosymbio,,,DGGE of ITS2 & sequencing,LaJeunesse 2010 JBiogeograph Long-standing environmental conditions isolation and host–symbiont specificity,2/1/07,2,2007,2,2007,No,spawner,hermaphrodite,,,,
8927,Acropora divaricata,ITS2,C101,13.17037606,NA,Ko Phi Phi Don,Western Indo-Pacific,Andaman,Andaman Sea Coral Coast,2-6,2,6,7.7333,98.7667,Normal Cond,Geosymbio,,,DGGE of ITS2 & sequencing,LaJeunesse 2010 JBiogeograph Long-standing environmental conditions isolation and host–symbiont specificity,2/1/07,2,2007,2,2007,No,spawner,hermaphrodite,,,,
8930,Acropora florida,ITS2,C101,13.17037606,NA,Ko Phi Phi Don,Western Indo-Pacific,Andaman,Andaman Sea Coral Coast,2-6,2,6,7.7333,98.7667,Normal Cond,Geosymbio,,,DGGE of ITS2 & sequencing,LaJeunesse 2010 JBiogeograph Long-standing environmental conditions isolation and host–symbiont specificity,2/1/07,2,2007,2,2007,No,spawner,hermaphrodite,,,,
8939,Acropora grandis,ITS2,C101,13.17037606,NA,Ko Phi Phi Don,Western Indo-Pacific,Andaman,Andaman Sea Coral Coast,2-6,2,6,7.7333,98.7667,Normal Cond,Geosymbio,,,DGGE of ITS2 & sequencing,LaJeunesse 2010 JBiogeograph Long-standing environmental conditions isolation and host–symbiont specificity,2/1/07,2,2007,2,2007,No,spawner,hermaphrodite,,,,
2444,Acropora humilis,ITS2,C101,13.17037606,NA,Racha,Western Indo-Pacific,Andaman,Andaman Sea Coral Coast,2-5,2,5,7.6101,98.3706,Normal Cond,Geosymbio,same_as_GU111881,,DGGE of ITS2 & sequencing,LaJeunesse 2010 JBiogeograph Long-standing environmental conditions isolation and host–symbiont specificity,2/1/07,2,2007,2,2007,No,spawner,hermaphrodite,,,,
2450,Acropora hyacinthus,ITS2,C101,13.17037606,NA,Cape Panwa,Western Indo-Pacific,Andaman,Andaman Sea Coral Coast,0-5,0,5,7.8073,98.4092,Normal Cond,Geosymbio,same_as_GU111881,,DGGE of ITS2 & sequencing,LaJeunesse 2010 JBiogeograph Long-standing environmental conditions isolation and host–symbiont specificity,2/1/07,2,2007,2,2007,No,spawner,hermaphrodite,,,,
9210,Acropora microphthalma,ITS3,C101,13.17037606,NA,Koh Hae,Western Indo-Pacific,Andaman,Andaman Sea Coral Coast,2-6,2,6,7.7456,98.3763,Normal Cond,Geosymbio,,,DGGE of ITS2 & sequencing,LaJeunesse 2010 JBiogeograph Long-standing environmental conditions isolation and host–symbiont specificity,2/1/07,2,2007,2,2007,No,spawner,hermaphrodite,,,,
2457,Acropora millepora,ITS2,C101,13.17037606,NA,Similan Islands ,Western Indo-Pacific,Andaman,Andaman Sea Coral Coast,2-12,2,12,8.6525,97.6408,Normal Cond,Geosymbio,same_as_GU111881,,DGGE of ITS2 & sequencing,LaJeunesse 2010 JBiogeograph Long-standing environmental conditions isolation and host–symbiont specificity,2/1/07,2,2007,2,2007,No,spawner,hermaphrodite,,,,
2458,Acropora monticulosa,ITS2,C101,13.17037606,NA,Racha,Western Indo-Pacific,Andaman,Andaman Sea Coral Coast,2-5,2,5,7.6101,98.3706,Normal Cond,Geosymbio,same_as_GU111881,,DGGE of ITS2 & sequencing,LaJeunesse 2010 JBiogeograph Long-standing environmental conditions isolation and host–symbiont specificity,2/1/07,2,2007,2,2007,No,spawner,hermaphrodite,,,,
8956,Acropora muricata,ITS2,C101,13.17037606,NA,Koh Hae,Western Indo-Pacific,Andaman,Andaman Sea Coral Coast,2-6,2,6,7.7456,98.3763,Normal Cond,Geosymbio,,,DGGE of ITS2 & sequencing,LaJeunesse 2010 JBiogeograph Long-standing environmental conditions isolation and host–symbiont specificity,2/1/07,2,2007,2,2007,NA,spawner,hermaphrodite,,,,
8959,Acropora nasuta,ITS2,C101,13.17037606,NA,Cape Panwa,Western Indo-Pacific,Andaman,Andaman Sea Coral Coast,0-5,0,5,7.8073,98.4092,Normal Cond,Geosymbio,,,DGGE of ITS2 & sequencing,LaJeunesse 2010 JBiogeograph Long-standing environmental conditions isolation and host–symbiont specificity,2/1/07,2,2007,2,2007,No,spawner,hermaphrodite,,,,
9214,Acropora robusta,ITS2,C101,13.17037606,NA,Similan Islands ,Western Indo-Pacific,Andaman,Andaman Sea Coral Coast,2-12,2,12,8.6525,97.6408,Normal Cond,Geosymbio,,,DGGE of ITS2 & sequencing,LaJeunesse 2010 JBiogeograph Long-standing environmental conditions isolation and host–symbiont specificity,2/1/07,2,2007,2,2007,No,spawner,hermaphrodite,,,,
8969,Acropora samoensis,ITS2,C101,13.17037606,NA,Koh Hae,Western Indo-Pacific,Andaman,Andaman Sea Coral Coast,2-6,2,6,7.7456,98.3763,Normal Cond,Geosymbio,,,DGGE of ITS2 & sequencing,LaJeunesse 2010 JBiogeograph Long-standing environmental conditions isolation and host–symbiont specificity,2/1/07,2,2007,2,2007,No,spawner,hermaphrodite,,,,
2461,Acropora secale,ITS2,C101,13.17037606,NA,Koh Hae,Western Indo-Pacific,Andaman,Andaman Sea Coral Coast,2-6,2,6,7.7456,98.3763,Normal Cond,Geosymbio,same_as_GU111881,,DGGE of ITS2 & sequencing,LaJeunesse 2010 JBiogeograph Long-standing environmental conditions isolation and host–symbiont specificity,2/1/07,2,2007,2,2007,No,spawner,hermaphrodite,,,,
8978,Acropora subulata,ITS2,C101,13.17037606,NA,Koh Hae,Western Indo-Pacific,Andaman,Andaman Sea Coral Coast,2-6,2,6,7.7456,98.3763,Normal Cond,Geosymbio,,,DGGE of ITS2 & sequencing,LaJeunesse 2010 JBiogeograph Long-standing environmental conditions isolation and host–symbiont specificity,2/1/07,2,2007,2,2007,No,spawner,hermaphrodite,,,,
8983,Acropora tenuis,ITS2,C101,13.17037606,NA,Ko Phi Phi Don,Western Indo-Pacific,Andaman,Andaman Sea Coral Coast,2-6,2,6,7.7333,98.7667,Normal Cond,Geosymbio,,,DGGE of ITS2 & sequencing,LaJeunesse 2010 JBiogeograph Long-standing environmental conditions isolation and host–symbiont specificity,2/1/07,2,2007,2,2007,No,spawner,hermaphrodite,,,,
8990,Acropora valida,ITS2,C101,13.17037606,NA,Ko Phi Phi Don,Western Indo-Pacific,Andaman,Andaman Sea Coral Coast,2-6,2,6,7.7333,98.7667,Normal Cond,Geosymbio,,,DGGE of ITS2 & sequencing,LaJeunesse 2010 JBiogeograph Long-standing environmental conditions isolation and host–symbiont specificity,2/1/07,2,2007,2,2007,No,spawner,hermaphrodite,,,,
8998,Astrea curta,ITS2,C101,13.17037606,NA,Ko Phi Phi Leh,Western Indo-Pacific,Andaman,Andaman Sea Coral Coast,6-12,6,12,7.7333,98.7667,Normal Cond,Geosymbio,,,DGGE of ITS2 & sequencing,LaJeunesse 2010 JBiogeograph Long-standing environmental conditions isolation and host–symbiont specificity,2/1/07,2,2007,2,2007,No,spawner,hermaphrodite,,,,
2513,Favites abdita,ITS2,C101,13.17037606,NA,Cape Panwa,Western Indo-Pacific,Andaman,Andaman Sea Coral Coast,0-5,0,5,7.8073,98.4092,Normal Cond,Geosymbio,GU111881,,DGGE of ITS2 & sequencing,LaJeunesse 2010 JBiogeograph Long-standing environmental conditions isolation and host–symbiont specificity,2/1/07,2,2007,2,2007,No,spawner,hermaphrodite,,,,
2530,Favites halicora,ITS2,C101,13.17037606,NA,Racha,Western Indo-Pacific,Andaman,Andaman Sea Coral Coast,2-5,2,5,7.6101,98.3706,Normal Cond,Geosymbio,same_as_GU111881,,DGGE of ITS2 & sequencing,LaJeunesse 2010 JBiogeograph Long-standing environmental conditions isolation and host–symbiont specificity,2/1/07,2,2007,2,2007,no,spawner,hermaphrodite,,,,
2578,Goniastrea retiformis,ITS2,C101,13.17037606,NA,Koh Hae,Western Indo-Pacific,Andaman,Andaman Sea Coral Coast,2-6,2,6,7.7456,98.3763,Normal Cond,Geosymbio,same_as_GU111881,,DGGE of ITS2 & sequencing,LaJeunesse 2010 JBiogeograph Long-standing environmental conditions isolation and host–symbiont specificity,2/1/07,2,2007,2,2007,No,spawner,hermaphrodite,,,,
9052,Goniastrea stelligera,ITS2,C101,13.17037606,NA,Ko Phi Phi Don,Western Indo-Pacific,Andaman,Andaman Sea Coral Coast,2-6,2,6,7.7333,98.7667,Normal Cond,Geosymbio,,,DGGE of ITS2 & sequencing,LaJeunesse 2010 JBiogeograph Long-standing environmental conditions isolation and host–symbiont specificity,2/1/07,2,2007,2,2007,NA,spawner,hermaphrodite,,,,
2459,Isopora palifera,ITS2,C101,13.17037606,NA,Koh Hae,Western Indo-Pacific,Andaman,Andaman Sea Coral Coast,2-6,2,6,7.7456,98.3763,Normal Cond,Geosymbio,same_as_GU111881,,DGGE of ITS2 & sequencing,LaJeunesse 2010 JBiogeograph Long-standing environmental conditions isolation and host–symbiont specificity,2/1/07,2,2007,2,2007,No,brooder,hermaphrodite,,,,
2600,Leptoria phrygia,ITS2,C101,13.17037606,NA,Similan Islands ,Western Indo-Pacific,Andaman,Andaman Sea Coral Coast,2-12,2,12,8.6525,97.6408,Normal Cond,Geosymbio,same_as_GU111881,,DGGE of ITS2 & sequencing,LaJeunesse 2010 JBiogeograph Long-standing environmental conditions isolation and host–symbiont specificity,2/1/07,2,2007,2,2007,No,spawner,hermaphrodite,,,,
2657,Platygyra sinensis,ITS2,C101,13.17037606,NA,Racha,Western Indo-Pacific,Andaman,Andaman Sea Coral Coast,2-5,2,5,7.6101,98.3706,Normal Cond,Geosymbio,same_as_GU111881,,DGGE of ITS2 & sequencing,LaJeunesse 2010 JBiogeograph Long-standing environmental conditions isolation and host–symbiont specificity,2/1/07,2,2007,2,2007,No,spawner,hermaphrodite,,,,
X14,Oulastrea crispata,ITS2,D15,13.28,NA,Toguchi,Central Indo-Pacific,South Kuroshio,South Kuroshio,1-3,1,3,27.08,127.15,Normal Cond,,,,DGGE of ITS2 & sequencing,Lien 2013 MEPS Host genetics and Symbiodinium D diversity,2001-06,NA,2001,NA,2006,No,spawner,gonochore,,,,
14077,Plesiastrea versipora,ITS2,B18,15.80445127,NA,Dunsborough,Temperate Australasia,Southwest Australian Shelf,Leeuwin,15,15,15,-33.614072,115.116015,Normal Cond,,,,DGGE of ITS2 & sequencing,Silverstein 2011 MEPS Novel algal symbiont diversity in reef corals of Western Australia,6/1/05,6,2005,6,2005,No,spawner,gonochore,,,,
